Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,silk-pink-wedding-wear-embroidery-work-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61118/Pink-Silk-Wedding-Wear-Embroidery-Work-Saree-SHAHI-POSHAK-8306(3).jpg,3,Silk Pink Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
Silk Multi Color Wedding Wear Embroidery Work Saree,silk-multi-color-wedding-wear-embroidery-work-saree,"<p><em>When the occasion calls for something unforgettable, this answers.</em></p>

<h2>Silk Multi Color Wedding Wear Embroidery Work Saree</h2>

<p>Meet the <strong>Silk Multi Color Wedding Wear Embroidery Work Saree</strong> - a beautifully draped <strong>saree</strong> made for wedding celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>
<p><strong>Silk.</strong> Luxurious, luminous, and steeped in tradition - silk catches the light with every fold, creating a regal presence that transforms any occasion into something extraordinary.</p>

<h3>The Work</h3>
<p><strong>Embroidery Work.</strong> Intricate embroidery that transforms fabric into art - each stitch placed with precision to create patterns that captivate up close and from across the room.</p>

<h3>Why You'll Love This Piece</h3>
<ul>
  <li><strong>Colour:</strong> A carefully selected <strong>Multi Color</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>
  <li><strong>Fabric:</strong> Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>
  <li><strong>Occasion:</strong> Crafted for wedding celebrations - equally beautiful at intimate family gatherings and grand celebrations.</li>
  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>
  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>
</ul>

<h3>Styling Notes</h3>
<p>This is the kind of piece that photographs beautifully and feels even better in person.</p>

<h3>Common Questions</h3>
<p><strong>What occasions is this saree suitable for?</strong> This saree works beautifully for wedding ceremonies, festive gatherings, religious celebrations, reception events, and any occasion that calls for something extraordinary.</p>
<p><strong>Is the blouse included?</strong> Yes, this saree comes with a matching blouse piece that can be stitched to your measurements.</p>
<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: saree, multi color saree, silk saree, buy saree online, Indian ethnic wear USA, boutique Indian fashion, wedding wear saree, designer saree, traditional Indian wear online, saree boutique</small></p>",LuxemiaShop,Apparel & Accessories > Clothing,Sarees,"sarees, multi-color, indian wear, designer, boutique",TRUE,Active,,,Color,Multi Color,,,,,,,,255.99,366.07,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61118/Multi-Color-Silk-Wedding-Wear-Embroidery-Work-Saree-SHAHI-POSHAK-8305(1).jpg,1,Silk Multi Color Wedding Wear Embroidery Work Saree - Multi Color,,FALSE,Silk Multi Color Wedding Wear Embroidery Work Saree,"When the occasion calls for something unforgettable, this answers.

Silk Multi Color Wedding Wear Embroidery Work Saree

Meet the Silk Multi Color Wedding Wear Embroidery Work Saree - a beautifully draped saree made for wedding celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any ce",multi color,Apparel & Accessories > Clothing,Unisex,Adult,,,,New,FALSE,,,,,
,silk-multi-color-wedding-wear-embroidery-work-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61118/Multi-Color-Silk-Wedding-Wear-Embroidery-Work-Saree-SHAHI-POSHAK-8305(2).jpg,2,Silk Multi Color Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
,silk-multi-color-wedding-wear-embroidery-work-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61118/Multi-Color-Silk-Wedding-Wear-Embroidery-Work-Saree-SHAHI-POSHAK-8305(3).jpg,3,Silk Multi Color Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
Silk Beige Wedding Wear Embroidery Work Saree,silk-beige-wedding-wear-embroidery-work-saree,"<p><em>Where heritage meets modern sophistication - this is that piece.</em></p>

<h2>Silk Beige Wedding Wear Embroidery Work Saree</h2>

<p>Meet the <strong>Silk Beige Wedding Wear Embroidery Work Saree</strong> - a beautifully draped <strong>saree</strong> made for wedding celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>
<p><strong>Silk.</strong> Luxurious, luminous, and steeped in tradition - silk catches the light with every fold, creating a regal presence that transforms any occasion into something extraordinary.</p>

<h3>The Work</h3>
<p><strong>Embroidery Work.</strong> Intricate embroidery that transforms fabric into art - each stitch placed with precision to create patterns that captivate up close and from across the room.</p>

<h3>Why You'll Love This Piece</h3>
<ul>
  <li><strong>Colour:</strong> A carefully selected <strong>Beige</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>
  <li><strong>Fabric:</strong> Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>
  <li><strong>Occasion:</strong> Crafted for wedding celebrations - equally beautiful at intimate family gatherings and grand celebrations.</li>
  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>
  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>
</ul>

<h3>Styling Notes</h3>
<p>Pair with delicate gold jhumkas and a sleek bun for timeless Indian elegance.</p>

<h3>Common Questions</h3>
<p><strong>What occasions is this saree suitable for?</strong> This saree works beautifully for wedding ceremonies, festive gatherings, religious celebrations, reception events, and any occasion that calls for something extraordinary.</p>
<p><strong>Is the blouse included?</strong> Yes, this saree comes with a matching blouse piece that can be stitched to your measurements.</p>
<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: saree, beige saree, silk saree, buy saree online, Indian ethnic wear USA, boutique Indian fashion, wedding wear saree, designer saree, traditional Indian wear online, saree boutique</small></p>",LuxemiaShop,Apparel & Accessories > Clothing,Sarees,"sarees, beige, indian wear, designer, boutique",TRUE,Active,,,Color,Beige,,,,,,,,255.99,366.07,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61118/Beige-Silk-Wedding-Wear-Embroidery-Work-Saree-SHAHI-POSHAK-8304(1).jpg,1,Silk Beige Wedding Wear Embroidery Work Saree - Beige,,FALSE,Silk Beige Wedding Wear Embroidery Work Saree,"Where heritage meets modern sophistication - this is that piece.

Silk Beige Wedding Wear Embroidery Work Saree

Meet the Silk Beige Wedding Wear Embroidery Work Saree - a beautifully draped saree made for wedding celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that",beige,Apparel & Accessories > Clothing,Unisex,Adult,,,,New,FALSE,,,,,
,silk-beige-wedding-wear-embroidery-work-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61118/Beige-Silk-Wedding-Wear-Embroidery-Work-Saree-SHAHI-POSHAK-8304(2).jpg,2,Silk Beige Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
,silk-beige-wedding-wear-embroidery-work-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61118/Beige-Silk-Wedding-Wear-Embroidery-Work-Saree-SHAHI-POSHAK-8304(3).jpg,3,Silk Beige Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
Silk Grey Wedding Wear Embroidery Work Saree,silk-grey-wedding-wear-embroidery-work-saree,"<p><em>Because the right outfit can change the entire feeling of a day.</em></p>

<h2>Silk Grey Wedding Wear Embroidery Work Saree</h2>

<p>Meet the <strong>Silk Grey Wedding Wear Embroidery Work Saree</strong> - a beautifully draped <strong>saree</strong> made for wedding celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>
<p><strong>Silk.</strong> Luxurious, luminous, and steeped in tradition - silk catches the light with every fold, creating a regal presence that transforms any occasion into something extraordinary.</p>

<h3>The Work</h3>
<p><strong>Embroidery Work.</strong> Intricate embroidery that transforms fabric into art - each stitch placed with precision to create patterns that captivate up close and from across the room.</p>

<h3>Why You'll Love This Piece</h3>
<ul>
  <li><strong>Colour:</strong> A carefully selected <strong>Grey</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>
  <li><strong>Fabric:</strong> Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>
  <li><strong>Occasion:</strong> Crafted for wedding celebrations - equally beautiful at intimate family gatherings and grand celebrations.</li>
  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>
  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>
</ul>

<h3>Styling Notes</h3>
<p>Complete the look with kundan jewellery and embellished heels for a showstopping entrance.</p>

<h3>Common Questions</h3>
<p><strong>What occasions is this saree suitable for?</strong> This saree works beautifully for wedding ceremonies, festive gatherings, religious celebrations, reception events, and any occasion that calls for something extraordinary.</p>
<p><strong>Is the blouse included?</strong> Yes, this saree comes with a matching blouse piece that can be stitched to your measurements.</p>
<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: saree, grey saree, silk saree, buy saree online, Indian ethnic wear USA, boutique Indian fashion, wedding wear saree, designer saree, traditional Indian wear online, saree boutique</small></p>",LuxemiaShop,Apparel & Accessories > Clothing,Sarees,"sarees, grey, indian wear, designer, boutique",TRUE,Active,,,Color,Grey,,,,,,,,255.99,366.07,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61118/Grey-Silk-Wedding-Wear-Embroidery-Work-Saree-SHAHI-POSHAK-8303(1).jpg,1,Silk Grey Wedding Wear Embroidery Work Saree - Grey,,FALSE,Silk Grey Wedding Wear Embroidery Work Saree,"Because the right outfit can change the entire feeling of a day.

Silk Grey Wedding Wear Embroidery Work Saree

Meet the Silk Grey Wedding Wear Embroidery Work Saree - a beautifully draped saree made for wedding celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that c",grey,Apparel & Accessories > Clothing,Unisex,Adult,,,,New,FALSE,,,,,
,silk-grey-wedding-wear-embroidery-work-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61118/Grey-Silk-Wedding-Wear-Embroidery-Work-Saree-SHAHI-POSHAK-8303(2).jpg,2,Silk Grey Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
,silk-grey-wedding-wear-embroidery-work-saree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61118/Grey-Silk-Wedding-Wear-Embroidery-Work-Saree-SHAHI-POSHAK-8303(3).jpg,3,Silk Grey Wedding Wear Embroidery Work Saree,,,,,,,,,,,,,,,,,,
Silk Silver Grey Wedding Wear Embroidery Work Saree,silk-silver-grey-wedding-wear-embroidery-work-saree,"<p><em>Wear it once and it becomes a favourite. Wear it twice and it becomes yours.</em></p>

<h2>Silk Silver Grey Wedding Wear Embroidery Work Saree</h2>

<p>Meet the <strong>Silk Silver Grey Wedding Wear Embroidery Work Saree</strong> - a beautifully draped <strong>saree</strong> made for wedding celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>
<p><strong>Silk.</strong> Luxurious, luminous, and steeped in tradition - silk catches the light with every fold, creating a regal presence that transforms any occasion into something extraordinary.</p>

<h3>The Work</h3>
<p><strong>Embroidery Work.</strong> Intricate embroidery that transforms fabric into art - each stitch placed with precision to create patterns that captivate up close and from across the room.</p>

<h3>Why You'll Love This Piece</h3>
<ul>
  <li><strong>Colour:</strong> A carefully selected <strong>Silver Grey</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>
  <li><strong>Fabric:</strong> Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>
  <li><strong>Occasion:</strong> Crafted for wedding celebrations - equally beautiful at intimate family gatherings and grand celebrations.</li>
  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>
  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>
</ul>

<h3>Styling Notes</h3>
<p>Style with minimal accessories to let the craftsmanship speak - or layer with heirloom jewellery for full festive drama.</p>

<h3>Common Questions</h3>
<p><strong>What occasions is this saree suitable for?</strong> This saree works beautifully for wedding ceremonies, festive gatherings, religious celebrations, reception events, and any occasion that calls for something extraordinary.</p>
<p><strong>Is the blouse included?</strong> Yes, this saree comes with a matching blouse piece that can be stitched to your measurements.</p>
<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: saree, silver grey saree, silk saree, buy saree online, Indian ethnic wear USA, boutique Indian fashion, wedding wear saree, designer saree, traditional Indian wear online, saree boutique</small></p>",LuxemiaShop,Apparel & Accessories > Clothing,Sarees,"sarees, silver, indian wear, designer, boutique",TRUE,Active,,,Color,Silver,,,,,,,,255.99,366.07,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61118/Silver-Grey-Silk-Wedding-Wear-Embroidery-Work-Saree-SHAHI-POSHAK-8302(1).jpg,1,Silk Silver Grey Wedding Wear Embroidery Work Saree - Silver,,FALSE,Silk Silver Grey Wedding Wear Embroidery Work Saree,"Wear it once and it becomes a favourite. Wear it twice and it becomes yours.

Silk Silver Grey Wedding Wear Embroidery Work Saree

Meet the Silk Silver Grey Wedding Wear Embroidery Work Saree - a beautifully draped saree made for wedding celebrations. Whether you're dressing for a wedding ceremony, a festive reception,",silver,Apparel & Accessories > Clothing,Unisex,Adult,,,,New,FALSE,,,,,
